id,name,time,creator,level,placeOfOrigin,museum,type,size,material,description,collectionUrl,imageUrl
10,土壤之子：新西兰的中国市场园丁=黄土地,2012,无,Bib记录,无,奥克兰博物馆,阅览室,无,无,两本关于新西兰中国市场园艺的书中的一本。,https://www.aucklandmuseum.com/discover/collections/record/1175920?k=chinese,Unknown
11,上海bo馆，中国画馆=上海博物馆，中国画画廊,1998?,无,Bib记录,无,奥克兰博物馆,阅览室,无,无,无,https://www.aucklandmuseum.com/discover/collections/record/1175797?k=chinese,Unknown
12,奥克兰华人社区中心股份有限公司：38周年庆典：新西兰奥克兰，1999年=五轮花桥Hiisuo:三狮八舟年记,1999,无,Bib记录,无,奥克兰博物馆,常规集合,无,无,无,https://www.aucklandmuseum.com/discover/collections/record/1178941?k=chinese,Unknown
13,《中国美术国际展目录》，1935-6年；赞助人：国王陛下，玛丽女王陛下，中华民国总统,大约1936年,无,Bib记录,无,奥克兰博物馆,预留收款,无,无,无,https://www.aucklandmuseum.com/discover/collections/record/1183067?k=chinese,Unknown
14,中国纺织品,Circa 2005,无,Bib记录,无,奥克兰博物馆,应用艺术图书馆,无,无,无,https://www.aucklandmuseum.com/discover/collections/record/1183753?k=chinese,Unknown
15,龙,无,无,无,无,奥克兰博物馆,无,无,玉石/变质岩/岩石/无机材料/AAT材料,龙，玉雕足饰。,https://www.aucklandmuseum.com/discover/collections/record/14344?k=chinese,https://collection-api.aucklandmuseum.com/records/images/medium/119093/dc24297acf785f711e9d90263e54fc6212c04abd.jpg; https://collection-api.aucklandmuseum.com/records/images/medium/119094/e179e6320eacf0d209aad7e1fd8402b543443f1b.jpg; https://collection-api.aucklandmuseum.com/records/images/medium/119095/f18b4cfdcee62ee69fd3b2bd6cd41bbc08216928.jpg; https://collection-api.aucklandmuseum.com/records/images/medium/119096/26e999d58f48ce3cd726c7cd2fbf17762d8595ba.jpg; https://collection-api.aucklandmuseum.com/records/images/medium/119097/f23132f6ed98fc7b0eba421efe8c6f329532d19a.jpg; https://collection-api.aucklandmuseum.com/records/images/medium/119098/cbb2631b854727925e5ef2be74ff5abca25d3b18.jpg; https://collection-api.aucklandmuseum.com/records/images/medium/119099/d9a6563edd375a06a7c0cfaa8043c4140b45ffef.jpg; https://collection-api.aucklandmuseum.com/records/images/medium/119100/413024bda408d2ff512b676a2bf798cf47954785.jpg; https://collection-api.aucklandmuseum.com/records/images/medium/119101/95ad1d61cd6443497299bcbc886f096c8d774d50.jpg; https://collection-api.aucklandmuseum.com/records/images/medium/119102/3d440d164007ddcb763c726f017d775da4f4f6e0.jpg; https://collection-api.aucklandmuseum.com/records/images/medium/119103/9c708351e0f972b2e7ef995ed3e552f304ed5eca.jpg; https://collection-api.aucklandmuseum.com/records/images/medium/119104/0b456d05911df64623c5601af46dda6519c2b1ee.jpg; https://collection-api.aucklandmuseum.com/records/images/medium/119105/973f605412def3202a4b1b3ff4f23b897fff73ac.jpg
16,初学者新西兰中文资源指南和新西兰华人庆祝新年的过去和现在,2013,无,Bib记录,无,奥克兰博物馆,小册子系列,无,无,“中国的生活正在迅速变化，城市逐渐侵占村庄。过不了多久，老百姓就会过去，下一代也无能为力。现在就抓住机会，开始寻找将你与过去联系在一起的根源。回到你祖先的土地，发现是谁创造了你的遗产，影响了你的生活。”——第36页。,https://www.aucklandmuseum.com/discover/collections/record/1139253?k=chinese,Unknown
17,历史影像中的新西兰华人：遥远海岸的回忆,2017,无,Bib记录,无,奥克兰博物馆,阅览室,无,无,新西兰华人的历史始于1842年广东籍乘务员阿坡·霍克顿抵达纳尔逊。中国人约占今天新西兰人口的3.7%：超过17万人。其中包括主要来自中国的近期移民，也包括世界许多其他地区的移民，其中约四分之一是本地出生的。；这本书使用了100多张在新西兰各地寻找的优秀照片，直观地介绍了过去175年来新西兰华人的历史。；摄影记录远未完整，但从最早的时候起，它就描绘了一个民族通过艰苦的体力劳动、自我牺牲、决心和创新，参与新西兰这个年轻国家的建设。我们希望读者能够欣赏摄影师讲述和复述我们过去的独特方式所产生的深刻影响。“--发布者的信息。,https://www.aucklandmuseum.com/discover/collections/record/1137873?k=chinese,Unknown
18,华人姓名：关于马来亚华人使用姓氏和人名的说明,1959,无,Bib记录,无,奥克兰博物馆,小册子系列,无,无,关于中文名字的注释是1953年至1957年在槟城编纂的，主要来自作者的朋友和同事提供的信息。它包括来自中国许多地区的名字。,https://www.aucklandmuseum.com/discover/collections/record/1194003?k=chinese,Unknown
19,中国乐器图片=钟,Circa 1970,无,Bib记录,无,奥克兰博物馆,常规集合,无,无,无,https://www.aucklandmuseum.com/discover/collections/record/1195969?k=chinese,Unknown
20,出版物，对外中国艺术；中国陶器、瓷器、玉器等展品展,1960,无,无,无,奥克兰博物馆,无,无,无,展览手册于1960年5月31日至6月30日举行，作为奥克兰艺术节的一部分。,https://www.aucklandmuseum.com/discover/collections/record/1009632?k=chinese,Unknown
21,中国陶瓷,Circa 2005,无,Bib记录,无,奥克兰博物馆,阅览室,无,无,无,https://www.aucklandmuseum.com/discover/collections/record/1182794?k=chinese,Unknown
22,硬币，中国铁锹,无,无,无,无,奥克兰博物馆,无,57毫米；,青铜/铜合金/有色金属/金属/无机材料/AAT材料,中国黑桃币；中国扁铲币；硬币有方形肩部，手柄中央有一个洞，硬币底部分成两英尺；边缘周围的凸起边界，中心下方的凸起线；硬币上的四个汉字——左上角是“不”，意思是铲子，其他的无法辨认；硬币的形状似乎可以追溯到中国古代的“战国时代”（公元前247-221年）；硬币上附有一封信，要求提供有关该物品的信息。,https://www.aucklandmuseum.com/discover/collections/record/604200?k=chinese,https://collection-api.aucklandmuseum.com/records/images/medium/428465/cd5e25d599db2bfd007e3fdee5ccfab613eb39cd.jpg; https://collection-api.aucklandmuseum.com/records/images/medium/428466/295df4c0cd2c699aa7898514f111a061edb11773.jpg; https://collection-api.aucklandmuseum.com/records/images/medium/428467/e93a739cd8ffd688ec58a9ca105f9e6e73bdf48b.jpg; https://collection-api.aucklandmuseum.com/records/images/medium/428468/080e009b5b4228f9d289615ca2ec1795cb36e678.jpg; https://collection-api.aucklandmuseum.com/records/images/medium/428469/319544dd367e5ceacc401953dc57b33ded9195ec.jpg; https://collection-api.aucklandmuseum.com/records/images/medium/428470/5dcd48b43dfd75d76b10b0abf5cda9e987500a19.jpg; https://collection-api.aucklandmuseum.com/records/images/medium/428471/892ff0ff5f947969736a2fd2286dfe818cfa2d4c.jpg; https://collection-api.aucklandmuseum.com/records/images/medium/428472/05ab556624a15fc03e4ad65e5e1e7a27d836de3a.jpg
23,上海bo馆，中华里带书法馆=上海博物馆，中国书法画廊,1998?,无,Bib记录,无,奥克兰博物馆,阅览室,无,无,无,https://www.aucklandmuseum.com/discover/collections/record/1175798?k=chinese,Unknown
24,对象情感,2016,无,父母亲,无,奥克兰博物馆,无,无,无,无,https://www.aucklandmuseum.com/discover/collections/record/1041450?k=chinese,Unknown
25,塞利格曼东方艺术收藏：中国、中亚和卢里斯坦青铜器、中国玉器和雕塑、中国和韩国陶瓷,1966,无,Bib记录,无,奥克兰博物馆,常规集合,无,无,无,https://www.aucklandmuseum.com/discover/collections/record/1167587?k=chinese,Unknown
26,故宫博物院收藏的中国瓷器精品。,1973,无,Bib记录,无,奥克兰博物馆,无,无,无,无,https://www.aucklandmuseum.com/discover/collections/record/1210587?k=chinese,Unknown
27,斐济华侨华人,1977,无,Bib记录,无,奥克兰博物馆,阅览室,无,无,无,https://www.aucklandmuseum.com/discover/collections/record/1193512?k=chinese,Unknown
28,中国绘画艺术：由标准中国作者翻译的作者收藏的彩色和拼贴复制品绘制插图，并附有绘画、写作等历史的描述和注释,1914,无,Bib记录,无,奥克兰博物馆,预留收款,无,无,无,https://www.aucklandmuseum.com/discover/collections/record/1139829?k=chinese,Unknown
29,海峡华人：一部文化史,1996,无,Bib记录,无,奥克兰博物馆,阅览室,无,无,无,https://www.aucklandmuseum.com/discover/collections/record/1202770?k=chinese,Unknown
30,中国陶瓷，中国翡翠,1995,无,Bib记录,无,奥克兰博物馆,储备托收；常规集合,无,无,无,https://www.aucklandmuseum.com/discover/collections/record/1202394?k=chinese,Unknown
31,汉语倒装句中的物质与符号；C.F.贝伯系列的中国皮带扣,1962,无,Bib记录,无,奥克兰博物馆,常规集合,无,无,无,https://www.aucklandmuseum.com/discover/collections/record/1166958?k=chinese,Unknown
32,英老师,1862,无,Bib记录,无,奥克兰博物馆,预留收款,无,无,无,https://www.aucklandmuseum.com/discover/collections/record/1140350?k=chinese,Unknown
33,中国艺术,1961,无,Bib记录,无,奥克兰博物馆,常规集合,无,无,无,https://www.aucklandmuseum.com/discover/collections/record/1167603?k=chinese,Unknown
34,中国艺术,1964,无,Bib记录,无,奥克兰博物馆,常规集合,无,无,无,https://www.aucklandmuseum.com/discover/collections/record/1167605?k=chinese,Unknown
35,石成玉：新西兰华人协会的历史,2014?,无,Bib记录,无,奥克兰博物馆,阅览室,无,无,“新西兰历史最悠久的全国性华人社区组织新西兰华人协会的故事。在其早期，该协会为一个经常被边缘化和脆弱的少数群体提供了亲属关系和团结的声音。这段历史讲述了华人在当今新西兰多元化人口中的演变，成为一个有位置感的社区。它告诉了一个由旅居者和移民建立的社区如何适应一个新的、有时是敌对的家园，远离他们祖先的出生地。这本书分为三个主要部分：关于该协会的历史叙述——它所做的工作，以及它在亚洲和新西兰政治变化时为保持相关身份而进行的斗争——事件和协会的社区参与，无论是作为发起人还是贡献者，包括覆盖全国各地组成NZCA成员的分支机构-协会成员的姓名根据官方记录，包括执行官、会议代表、年度体育锦标赛组织者和荣誉奖获得者。”——惠勒的网站。,https://www.aucklandmuseum.com/discover/collections/record/1140092?k=chinese,Unknown
36,夹克,无,无,无,无,奥克兰博物馆,无,袖带对袖带：1450mm；颈部至下摆：835毫米；胸部：594mm；套筒：253mm；颈部：90mm；,丝绸（纺织品）/AAT材料,粉红色缎面长袖夹克。属于蔡丽莲女士。,https://www.aucklandmuseum.com/discover/collections/record/738485?k=chinese,https://collection-api.aucklandmuseum.com/records/images/medium/451038/b7e767f55b66d34440017bcaec3f4c2f75464774.jpg; https://collection-api.aucklandmuseum.com/records/images/medium/451039/9901547e8883e134d0f154b499d51a3623c63a79.jpg; https://collection-api.aucklandmuseum.com/records/images/medium/451040/2b873e02ae237557f8c5d92e19e82f6cea4ec2d7.jpg; https://collection-api.aucklandmuseum.com/records/images/medium/451041/0b19b0d3c37d3f55239c6cec4e468443a0ec0123.jpg; https://collection-api.aucklandmuseum.com/records/images/medium/451042/ce3b4734c812f1378d100dceb4ef848ebc22b4b3.jpg; https://collection-api.aucklandmuseum.com/records/images/medium/451043/6e1bc990d51a31c5d144d73f9587e2f21e22c388.jpg; https://collection-api.aucklandmuseum.com/records/images/medium/451044/4eb5aa5eb4c027310f8642025e500025ec7ce52b.jpg; https://collection-api.aucklandmuseum.com/records/images/medium/451045/2e83182e36d15479286d12def45813580faca4b8.jpg; https://collection-api.aucklandmuseum.com/records/images/medium/451046/fca4c6c3a6c5d794d7095aa2128091e17cd857f8.jpg; https://collection-api.aucklandmuseum.com/records/images/medium/451047/1ab9b7ae8d1c49eede00de6051eabbd8a150e770.jpg; https://collection-api.aucklandmuseum.com/records/images/medium/451048/af33192af240ff2df197526bad5b5b62b0a21238.jpg; https://collection-api.aucklandmuseum.com/records/images/medium/451049/1ba3f8fc2fc987a32dd65b3fd694f7e2e44c6a4a.jpg; https://collection-api.aucklandmuseum.com/records/images/medium/451050/abffab0eb6d71157f42ac064ef6c7ec51dd171dd.jpg; https://collection-api.aucklandmuseum.com/records/images/medium/451051/46a49f4640c9714eb2dc5fa50b257f5afd09d5b2.jpg; https://collection-api.aucklandmuseum.com/records/images/medium/451052/6a3f41fb319eba3558fb8213c25980ce63232ea4.jpg; https://collection-api.aucklandmuseum.com/records/images/medium/451053/082ff12f257fbbd6b1d32b2f364c91a4be2de652.jpg; https://collection-api.aucklandmuseum.com/records/images/medium/451054/3937e5f352fd89106dad6bf77c92a614d36a3311.jpg; https://collection-api.aucklandmuseum.com/records/images/medium/451055/1571c4e415f34d573a5d84a09dc98466c60d13a7.jpg; https://collection-api.aucklandmuseum.com/records/images/medium/451056/7b079d6809a51594b803696275bb1eeab43c30e7.jpg; https://collection-api.aucklandmuseum.com/records/images/medium/451057/b682f5ff0488133547231f6da815d93e7b0c0c46.jpg
37,中国大地的蜕变；从早期到毛对中国大地的评价,1970,无,Bib记录,无,奥克兰博物馆,常规集合,无,无,无,https://www.aucklandmuseum.com/discover/collections/record/1168240?k=chinese,Unknown
38,中文拨号。358 58 58. 正宗的中国和印度菜。1992.,无,无,单个项目,无,奥克兰博物馆,无,无,无,无,https://www.aucklandmuseum.com/discover/collections/record/988376?k=chinese,Unknown
39,婴儿背托,【20世纪30年代】,无,无,无,奥克兰博物馆,无,整体：2785mm；,[丝绸]/AAT材料；[棉纺织品]/AAT材料,婴儿背带（中文）；为蔡太太的一个儿子做的；由黑色和绿色织物组成，红色中心部分融入刺绣几何图案；属于蔡丽莲女士,https://www.aucklandmuseum.com/discover/collections/record/738489?k=chinese,https://collection-api.aucklandmuseum.com/records/images/medium/451032/1cbd06cd902be0b800e22eec9dc64eed7520073c.jpg; https://collection-api.aucklandmuseum.com/records/images/medium/451033/f8c9345518cf1ac102a38542ac589a85545aca1e.jpg; https://collection-api.aucklandmuseum.com/records/images/medium/451034/5ebb6bdccbb6eea8dad862daf1608ecfcec556b3.jpg; https://collection-api.aucklandmuseum.com/records/images/medium/451035/7c925793a341e254509d128ed3497b5c5792da97.jpg; https://collection-api.aucklandmuseum.com/records/images/medium/451036/4b45f76fe92e9864e0baa5563be4b6ccbe78a707.jpg; https://collection-api.aucklandmuseum.com/records/images/medium/451037/690939692e915ccea8f2c06cc51c69c249f14a6d.jpg
40,夹克,无,无,无,无,奥克兰博物馆,无,袖带对袖带：1450mm；颈部至下摆：835毫米；胸部：594mm；套筒：253mm；颈部：90mm；,丝绸（纺织品）/AAT材料,粉红色缎面长袖夹克。属于蔡丽莲女士。,https://www.aucklandmuseum.com/discover/collections/record/738485?k=chinese,https://collection-api.aucklandmuseum.com/records/images/medium/451038/b7e767f55b66d34440017bcaec3f4c2f75464774.jpg; https://collection-api.aucklandmuseum.com/records/images/medium/451039/9901547e8883e134d0f154b499d51a3623c63a79.jpg; https://collection-api.aucklandmuseum.com/records/images/medium/451040/2b873e02ae237557f8c5d92e19e82f6cea4ec2d7.jpg; https://collection-api.aucklandmuseum.com/records/images/medium/451041/0b19b0d3c37d3f55239c6cec4e468443a0ec0123.jpg; https://collection-api.aucklandmuseum.com/records/images/medium/451042/ce3b4734c812f1378d100dceb4ef848ebc22b4b3.jpg; https://collection-api.aucklandmuseum.com/records/images/medium/451043/6e1bc990d51a31c5d144d73f9587e2f21e22c388.jpg; https://collection-api.aucklandmuseum.com/records/images/medium/451044/4eb5aa5eb4c027310f8642025e500025ec7ce52b.jpg; https://collection-api.aucklandmuseum.com/records/images/medium/451045/2e83182e36d15479286d12def45813580faca4b8.jpg; https://collection-api.aucklandmuseum.com/records/images/medium/451046/fca4c6c3a6c5d794d7095aa2128091e17cd857f8.jpg; https://collection-api.aucklandmuseum.com/records/images/medium/451047/1ab9b7ae8d1c49eede00de6051eabbd8a150e770.jpg; https://collection-api.aucklandmuseum.com/records/images/medium/451048/af33192af240ff2df197526bad5b5b62b0a21238.jpg; https://collection-api.aucklandmuseum.com/records/images/medium/451049/1ba3f8fc2fc987a32dd65b3fd694f7e2e44c6a4a.jpg; https://collection-api.aucklandmuseum.com/records/images/medium/451050/abffab0eb6d71157f42ac064ef6c7ec51dd171dd.jpg; https://collection-api.aucklandmuseum.com/records/images/medium/451051/46a49f4640c9714eb2dc5fa50b257f5afd09d5b2.jpg; https://collection-api.aucklandmuseum.com/records/images/medium/451052/6a3f41fb319eba3558fb8213c25980ce63232ea4.jpg; https://collection-api.aucklandmuseum.com/records/images/medium/451053/082ff12f257fbbd6b1d32b2f364c91a4be2de652.jpg; https://collection-api.aucklandmuseum.com/records/images/medium/451054/3937e5f352fd89106dad6bf77c92a614d36a3311.jpg; https://collection-api.aucklandmuseum.com/records/images/medium/451055/1571c4e415f34d573a5d84a09dc98466c60d13a7.jpg; https://collection-api.aucklandmuseum.com/records/images/medium/451056/7b079d6809a51594b803696275bb1eeab43c30e7.jpg; https://collection-api.aucklandmuseum.com/records/images/medium/451057/b682f5ff0488133547231f6da815d93e7b0c0c46.jpg
41,上海bo馆，中国古代雕塑馆,1998?,无,Bib记录,无,奥克兰博物馆,小册子系列,无,无,无,https://www.aucklandmuseum.com/discover/collections/record/1175802?k=chinese,Unknown
42,有史以来在南半球出售的最好的中国陶瓷收藏。。。唐、宋、元、早期青花、明、萨万卡洛克、素可泰和一批独特的13世纪前中国黄金陵墓珠宝。。。,1974,无,Bib记录,无,奥克兰博物馆,小册子系列,无,无,无,https://www.aucklandmuseum.com/discover/collections/record/1202395?k=chinese,Unknown
43,长袍，龙,[19世纪],无,无,无,奥克兰博物馆,无,1395毫米；,丝绸（纺织品）/AAT材料；金属线/纤维/AAT材料,中国龙袍：约19世纪90年代末，威廉·约翰·布林斯登（马车司机）救下一名从船上掉进奥克兰港的年轻中国男子后赠送给他。几个月后，有人来到他的门前，把这件长袍作为年轻人家人的感谢礼物；注：曹服是一种正式的服装，由两部分组成，一件上齐臀的骑衣和一条下叠裙。它只在重要的祭祀仪式和皇室成员和高级官员的仪式上佩戴。；龙袍是所有其他宫廷场合和公务所穿的。这是一件全长、右前、侧扣的衣服。；参见Margery Blackman，“皇帝的宫廷到乡村的节日”，奥塔哥博物馆目录，1998年，第6页。（L.J.7月00日）,https://www.aucklandmuseum.com/discover/collections/record/662716?k=chinese,https://collection-api.aucklandmuseum.com/records/images/medium/438436/bec34e4ae618e60013ab0bdb977eef024f158086.jpg; https://collection-api.aucklandmuseum.com/records/images/medium/438437/3032f8293c7defe543355b1fe43a2f76a7443b03.jpg; https://collection-api.aucklandmuseum.com/records/images/medium/438438/d2ade858dc0211e80b68046c6de9e56429f3360f.jpg; https://collection-api.aucklandmuseum.com/records/images/medium/438439/668f66c85d74c7a385ed8f2c7250c69afb793ee1.jpg; https://collection-api.aucklandmuseum.com/records/images/medium/438440/df1fa3251b4ceef9b2b6ef7503ae63a4dd46e0ce.jpg; https://collection-api.aucklandmuseum.com/records/images/medium/438441/544c39185dec091750a5b63c2cf5e44415d5c3a9.jpg; https://collection-api.aucklandmuseum.com/records/images/medium/438442/c0feece626230bc319e1b13b12d2ca46a8e6e93a.jpg; https://collection-api.aucklandmuseum.com/records/images/medium/438443/e6f02fe37f7756fda2ce0db58163f3771fcfc688.jpg; https://collection-api.aucklandmuseum.com/records/images/medium/438444/dda5cb2e815bd745a9c82596053af1d28fbe3e8e.jpg; https://collection-api.aucklandmuseum.com/records/images/medium/438445/b80b913594128f7f3bb1e4c9d550f6d539007905.jpg; https://collection-api.aucklandmuseum.com/records/images/medium/438446/8a1e5a3cbe22f3fe1c103cde617ba54720593dd4.jpg; https://collection-api.aucklandmuseum.com/records/images/medium/438447/4fdd879a43675903674f0f71fe268198e7dab2c6.jpg; https://collection-api.aucklandmuseum.com/records/images/medium/438448/2fb7bd222466cdd5f53ae6dc2ad478fb2b235de8.jpg; https://collection-api.aucklandmuseum.com/records/images/medium/438449/dcc393d7a3faaeb9e8b2b1e08ea9b03575fde6a9.jpg; https://collection-api.aucklandmuseum.com/records/images/medium/438450/667bb283ded9d991b093b428720786ee24dc14a9.jpg; https://collection-api.aucklandmuseum.com/records/images/medium/438451/5a4c5f64ed47e4de6ec9e2a4e7689bde2bccd212.jpg; https://collection-api.aucklandmuseum.com/records/images/medium/438452/a8be0b8fba5a1c1dfb7d8524e92fd4c5054177bd.jpg; https://collection-api.aucklandmuseum.com/records/images/medium/438453/476844e5bacdeac0361992726965995a0d340f39.jpg
44,[中国民间花纹布图案],无,无,Bib记录,无,奥克兰博物馆,常规集合,无,无,无,https://www.aucklandmuseum.com/discover/collections/record/1167234?k=chinese,Unknown
45,【中国古代纹饰集】,无,无,Bib记录,无,奥克兰博物馆,常规集合,无,无,无,https://www.aucklandmuseum.com/discover/collections/record/1167240?k=chinese,Unknown
46,初级汉语,1972,无,Bib记录,无,奥克兰博物馆,常规集合,无,无,无,https://www.aucklandmuseum.com/discover/collections/record/1166730?k=chinese,Unknown
47,中国陶瓷介绍,1955,无,Bib记录,无,奥克兰博物馆,小册子系列,无,无,无,https://www.aucklandmuseum.com/discover/collections/record/1152840?k=chinese,Unknown
48,中国历代女子礼服的考辨,1975?,无,Bib记录,无,奥克兰博物馆,阅览室,无,无,无,https://www.aucklandmuseum.com/discover/collections/record/1216603?k=chinese,Unknown
