id,name,time,creator,level,placeOfOrigin,museum,type,size,material,description,collectionUrl,imageUrl
10,中国蛋壳瓷盘,乾隆时代（1736-1795）（中国->清朝（1644-1911））,无,无,中国（亚洲->东亚=远东）,罗浮宫,盘子,高度：4.5厘米；直径：19.4厘米,瓷器,多色装饰：风景中的鸭子。红宝石反面。,https://collections.louvre.fr//en/ark:/53355/cl010106259,https://collections.louvre.fr//media/cache/small/0000000021/0000106259/0000192033_OG.JPG
11,盘子，中国瓷器，蛋壳,永正时期（1723-1735年）（中国->清朝（1644-1911年）），1700-1800年,无,无,中国（亚洲->东亚=远东）,罗浮宫,盘子,带附件的高度：4厘米（外形尺寸）；带附件的直径：20.6厘米（外形尺寸）,瓷器,中间是一个花瓶。带花卉翻领的淡紫色主边框,https://collections.louvre.fr//en/ark:/53355/cl010112084,https://collections.louvre.fr//media/cache/small/0000000021/0000112084/0000192041_OG.JPG
12,反面板Rubischine，Yong Tcheng,永正时期（1723-1735年）（中国->清朝（1644-1911年）），1700-1800年,无,无,中国（亚洲->东亚=远东）,罗浮宫,盘子,高度：3.9厘米；直径：20.7厘米,瓷器,三个边界，其中主要是淡紫色，有花卉储备。在中心，一名妇女坐着，周围有三个孩子和两只兔子。,https://collections.louvre.fr//en/ark:/53355/cl010102136,https://collections.louvre.fr//media/cache/small/0000000021/0000102136/0000192057_OG.JPG
13,红宝石反面中国瓷盘,永正时期（1723-1735年）（中国->清朝（1644-1911年）），1700-1800年,无,无,中国（亚洲->东亚=远东）,罗浮宫,盘子,高度：4厘米；直径：19.2厘米,瓷器,两只鸟在盛开的桃树树枝上。,https://collections.louvre.fr//en/ark:/53355/cl010102144,https://collections.louvre.fr//media/cache/small/0000000021/0000102144/0000192074_OG.JPG
14,中国蛋壳瓷盘,乾隆时代（1736-1795）（中国->清朝（1644-1911））（？）,无,无,中国（亚洲->东亚=远东）,罗浮宫,盘子,高度：3.5厘米；直径：21厘米,瓷器,金色背景上的灰色装饰。中心是金色背景上的玫瑰。马利，丝带和花。红色和金色边框。,https://collections.louvre.fr//en/ark:/53355/cl010106249,https://collections.louvre.fr//media/cache/small/0000000021/0000106249/0000192024_OG.JPG
15,中国蛋壳瓷盘,乾隆时代（1736-1795）（中国->清朝（1644-1911））,无,无,中国（亚洲->东亚=远东）,罗浮宫,盘子,高度：3.5厘米；直径：20.2厘米,瓷器,白色背景上的多色装饰：罂粟枝上的渔夫马丁。,https://collections.louvre.fr//en/ark:/53355/cl010106257,https://collections.louvre.fr//media/cache/small/0000000021/0000106257/0000192030_OG.JPG
16,蓝色中国瓷喷泉,大约1700-1800年,无,无,中国（亚洲->东亚=远东）,罗浮宫,喷泉,高度：29厘米；宽度：15厘米,陶瓷、瓷器,蓝色中国瓷喷泉，由一个平盖花瓶组成，装饰在由两只海豚（描述清单）和一只猫支撑的花盆上。支撑三只海龟的框架和露台是现代银色的。,https://collections.louvre.fr//en/ark:/53355/cl010105608,https://collections.louvre.fr//media/cache/small/0000000021/0000105608/0001209502_OG.JPG
17,红宝石反面中国瓷盘,永正时期（1723-1735年）（中国->清朝（1644-1911年）），1700-1800年,无,无,中国（亚洲->东亚=远东）,罗浮宫,盘子,带附件的高度：3.8厘米（外形尺寸）；带附件的直径：21厘米（外形尺寸）,瓷器,在Marli七个边界。在中心，一名妇女和两名儿童在室内。,https://collections.louvre.fr//en/ark:/53355/cl010106270,https://collections.louvre.fr//media/cache/small/0000000021/0000106270/0000192056_OG.JPG
18,中国瓷盘,1700-1800,无,无,中国（亚洲->东亚=远东）,罗浮宫,盘子,带附件的高度：3.2厘米（外形尺寸）；带附件的直径：16厘米（外形尺寸）,瓷器,白色背景上的多色装饰；中心是欧洲主题。在Marli，金色垫子背景上的花卉储备。,https://collections.louvre.fr//en/ark:/53355/cl010114687,https://collections.louvre.fr//media/cache/small/0000000021/0000114687/0000192031_OG.JPG
19,中国蛋壳瓷盘，白色反面,永正时期（1723-1735年）（中国->清朝（1644-1911年）），1700-1800年,无,无,中国（亚洲->东亚=远东）,罗浮宫,盘子,高度：3.8厘米；直径：20.6厘米,瓷器,场景：一个女人带着两个孩子坐在一个花花公子旁。带花卉储备的主边界。,https://collections.louvre.fr//en/ark:/53355/cl010102128,https://collections.louvre.fr//media/cache/small/0000000021/0000102128/0000192036_OG.JPG
20,中国瓷盘，蛋壳，红宝石反面,永正时期（1723-1735年）（中国->清朝（1644-1911年）），1700-1800年,无,无,中国（亚洲->东亚=远东）,罗浮宫,盘子,高度：3.2厘米；直径：20.7厘米,瓷器,多色装饰：一个坐在地上的男人和一个坐着的孩子说话。,https://collections.louvre.fr//en/ark:/53355/cl010102130,https://collections.louvre.fr//media/cache/small/0000000021/0000102130/0000192040_OG.JPG
21,中国瓷盘，蛋壳，红宝石反面,永正时期（1723-1735年）（中国->清朝（1644-1911年）），1700-1800年,无,无,中国（亚洲->东亚=远东）,罗浮宫,盘子,高度：3.8厘米；直径：19.8厘米,瓷器,一个女人带着两个孩子坐在桌子旁，拿着各种各样的花瓶。,https://collections.louvre.fr//en/ark:/53355/cl010102131,https://collections.louvre.fr//media/cache/small/0000000021/0000102131/0000192043_OG.JPG
22,中国瓷盘，蛋壳，红宝石反面,永正时期（1723-1735年）（中国->清朝（1644-1911年）），1700-1800年,无,无,中国（亚洲->东亚=远东）,罗浮宫,盘子,高度：3厘米；直径：20.5厘米,瓷器,坐着的男人和蹲着的孩子沉睡着。,https://collections.louvre.fr//en/ark:/53355/cl010102133,https://collections.louvre.fr//media/cache/small/0000000021/0000102133/0000192045_OG.JPG
23,中国瓷盘，黑色和金色装饰,乾隆时代（1736-1795）（中国->清朝（1644-1911））,无,无,中国（亚洲->东亚=远东）,罗浮宫,盘子,高度：3.2厘米；直径：22.8厘米,瓷器,一个男人和三个女人在里面。,https://collections.louvre.fr//en/ark:/53355/cl010102134,https://collections.louvre.fr//media/cache/small/0000000021/0000102134/0000192049_OG.JPG
24,中国蛋壳瓷盘，红宝石反面,永正时期（1723-1735年）（中国->清朝（1644-1911年）），1700-1800年,无,无,中国（亚洲->东亚=远东）,罗浮宫,盘子,高度：3.5厘米；直径：20.7厘米,瓷器,骑士在宫殿前。在底部，树木在多云的天空中脱颖而出。,https://collections.louvre.fr//en/ark:/53355/cl010102135,https://collections.louvre.fr//media/cache/small/0000000021/0000102135/0000192053_OG.JPG
25,中国瓷盘，蛋壳，红宝石反面,永正时期（1723-1735）（中国->清朝（1644-1911））,无,无,中国（亚洲->东亚=远东）,罗浮宫,盘子,带附件的高度：3厘米（外形尺寸）；带附件的直径：20.5厘米（外形尺寸）,瓷器,两个角色：一个蹲下，另一个伸展。在Marli，开花的树枝。,https://collections.louvre.fr//en/ark:/53355/cl010106262,https://collections.louvre.fr//media/cache/small/0000000021/0000106262/0000192042_OG.JPG
26,中国瓷盘，蛋壳，红宝石反面,永正时期（1723-1735年）（中国->清朝（1644-1911年）），1700-1800年,无,无,中国（亚洲->东亚=远东）,罗浮宫,盘子,高度：3.2厘米；直径：20.6厘米,瓷器,白色背景上的多色装饰：作家挥舞画笔，孩子准备墨水。,https://collections.louvre.fr//en/ark:/53355/cl010106264,https://collections.louvre.fr//media/cache/small/0000000021/0000106264/0000192047_OG.JPG
27,中国瓷盘，蛋壳，红宝石反面,永正时期（1723-1735年）（中国->清朝（1644-1911年）），1700-1800年,无,无,中国（亚洲->东亚=远东）,罗浮宫,盘子,高度：3.6厘米；直径：21.2厘米,瓷器,白色背景上的多色装饰：两个坐着的女人和两个孩子玩耍。前景是一只猫在水果上。在Marli五个边界。主边界为淡紫色，白色背景，金色花朵盛开。,https://collections.louvre.fr//en/ark:/53355/cl010106265,https://collections.louvre.fr//media/cache/small/0000000021/0000106265/0000192048_OG.JPG
28,中国蛋壳瓷盘，红宝石反面,永正时期（1723-1735年）（中国->清朝（1644-1911年）），1700-1800年,无,无,中国（亚洲->东亚=远东）,罗浮宫,盘子,高度：4厘米；直径：21.4厘米,瓷器,白色背景上的多色装饰：两个坐着的女人和两个孩子玩耍。前景是一只猫在水果上。在Marli五个边界。主边界为淡紫色，白色背景，金色花朵盛开。装饰类似于盘子R 1074和R 1078。,https://collections.louvre.fr//en/ark:/53355/cl010106266,https://collections.louvre.fr//media/cache/small/0000000021/0000106266/0000192050_OG.JPG
29,中国瓷盘，红宝石翻盖蛋壳,永正时期（1723-1735年）（中国->清朝（1644-1911年）），1700-1800年,无,无,中国（亚洲->东亚=远东）,罗浮宫,盘子,带附件的高度：3.6厘米（外形尺寸）；带附件的直径：19.8厘米（外形尺寸）,瓷器,花卉和水果的多色装饰，周围有四个规则设计的边框。,https://collections.louvre.fr//en/ark:/53355/cl010112083,https://collections.louvre.fr//media/cache/small/0000000021/0000112083/0000192032_OG.JPG
30,中国瓷盘，蛋壳，红宝石反面,永正时期（1723-1735年）（中国->清朝（1644-1911年）），1700-1800年,无,无,中国（亚洲->东亚=远东）,罗浮宫,盘子,带附件的高度：3.2厘米（外形尺寸）；带附件的直径：20.6厘米（外形尺寸）,瓷器,白色背景上的多色装饰：一名男子靠在椅子上站立。一个孩子带着墨水盘。一只狗在看这个场景。,https://collections.louvre.fr//en/ark:/53355/cl010114688,https://collections.louvre.fr//media/cache/small/0000000021/0000114688/0000192044_OG.JPG
31,中国蛋壳瓷盘，红宝石反面,永正时期（1723-1735年）（中国->清朝（1644-1911年）），1700-1800年,无,无,中国（亚洲->东亚=远东）,罗浮宫,盘子,带附件的高度：3厘米（外形尺寸）；带附件的直径：20.6厘米（外形尺寸）,瓷器,一个白胡子的男人坐在花瓶中间。在他旁边，一个孩子拿着一个茶壶。,https://collections.louvre.fr//en/ark:/53355/cl010114689,https://collections.louvre.fr//media/cache/small/0000000021/0000114689/0000192054_OG.JPG
32,中国瓷碟红宝石翻盖蛋壳,乾隆时代（1736-1795）（中国->清朝（1644-1911））,无,无,中国（亚洲->东亚=远东）,罗浮宫,飞碟,高度：3.5厘米；直径：15.7厘米,瓷器,白色背景上的多色装饰，中间是一篮鲜花；在Marli，保留地上的花枝。,https://collections.louvre.fr//en/ark:/53355/cl010106244,https://collections.louvre.fr//media/cache/small/0000000021/0000106244/0000192007_OG.JPG
33,蛋壳瓷盘，青昌时期，1732-1734年,永正时期（1723-1735年）（中国->清朝（1644-1911年）），1700-1800年,无,无,中国（亚洲->东亚=远东）,罗浮宫,盘子,带附件的高度：3.5厘米（外形尺寸）；带附件的直径：21厘米（外形尺寸）,瓷器,多色装饰：中心是岩石上的两只野鸡，宽阔的网状边缘有花枝。,https://collections.louvre.fr//en/ark:/53355/cl010115118,https://collections.louvre.fr//media/cache/small/0000000021/0000115118/0000192014_OG.JPG
34,中国蛋壳瓷盘，红宝石反面,永正时期（1723-1735年）（中国->清朝（1644-1911年）），1700-1800年,无,无,中国（亚洲->东亚=远东）,罗浮宫,盘子,带附件的高度：3.2厘米（外形尺寸）；带附件的直径：20.5厘米（外形尺寸）,瓷器,白色背景上的多色装饰：一个男人坐着玩琵琶，一个孩子在写作。,https://collections.louvre.fr//en/ark:/53355/cl010115119,https://collections.louvre.fr//media/cache/small/0000000021/0000115119/0000192037_OG.JPG
35,中国瓷盘红宝石翻盖蛋壳,永正时期（1723-1735年）（中国->清朝（1644-1911年）），1700-1800年,无,无,中国（亚洲->东亚=远东）,罗浮宫,盘子,带附件的高度：3厘米（外形尺寸）；带附件的直径：20.7厘米（外形尺寸）,瓷器,白色背景上的多色装饰：一名妇女坐在地上看着两个孩子玩耍。,https://collections.louvre.fr//en/ark:/53355/cl010115120,https://collections.louvre.fr//media/cache/small/0000000021/0000115120/0000192051_OG.JPG
36,中国白瓷碗,1800-1900,无,无,中国（亚洲->东亚=远东）,罗浮宫,碗；茶碗,高度：8厘米；直径：14.8厘米（最大）,陶瓷、瓷器,多色和金色装饰。里面，李树树枝上有七只鸟。里面，在中心，两只蝴蝶面对面。边缘有三枝花。缺少铁木底座。,https://collections.louvre.fr//en/ark:/53355/cl010106252,https://collections.louvre.fr//media/cache/small/0000000021/0000106252/0001229866_OG.JPG
37,中国瓷盘，红宝石反面,无,无,无,中国（亚洲->东亚=远东）,罗浮宫,盘子,高度：3厘米；直径：20.5厘米,瓷器,白色背景上的多色装饰。两个人坐在地上破译一卷卷轴。在马利，四枝花。,https://collections.louvre.fr//en/ark:/53355/cl010102138,https://collections.louvre.fr//media/cache/small/0000000021/0000102138/0000192062_OG.JPG
38,白色反面和金色边框的中国蛋壳瓷盘,永正时期（1723-1735年）（中国->清朝（1644-1911年）），1700-1800年,无,无,中国（亚洲->东亚=远东）,罗浮宫,盘子,高度：3.7厘米；直径：19.5厘米,瓷器,一个女人站在一个装满花瓶的看台旁。她看着两个孩子在玩。,https://collections.louvre.fr//en/ark:/53355/cl010106267,https://collections.louvre.fr//media/cache/small/0000000021/0000106267/0000192052_OG.JPG
39,中国凳子花瓶，一对（OA 5482.2）,1864,无,无,中国（亚洲->东亚=远东）,罗浮宫,花瓶、容器；花瓶,直径：35厘米；高度：58厘米,陶瓷、硬瓷（来自Sèvres）、青铜（镀金）,红色背景，丰富的镀金青铜框架，由嵌合体支撑；海绿色大理石圆形脚。路易十六风格。,https://collections.louvre.fr//en/ark:/53355/cl010098659,https://collections.louvre.fr//media/cache/small/0000000021/0000098659/0000576311_OG.JPG
40,盘子，中国瓷器，红宝石翻盖蛋壳,无,无,无,中国（亚洲->东亚=远东）,罗浮宫,盘子,高度：3.2厘米；直径：20.2厘米,瓷器,白色背景上的多色装饰，山地景观。,https://collections.louvre.fr//en/ark:/53355/cl010102124,https://collections.louvre.fr//media/cache/small/0000000021/0000102124/0000192029_OG.JPG
41,中国瓷盘，蛋壳，红宝石反面,1700 - 1800,无,无,中国（亚洲->东亚=远东）,罗浮宫,盘子,高度：3.5厘米；直径：20厘米,瓷器,一个女人坐在一个扇子里，里面有两个孩子。,https://collections.louvre.fr//en/ark:/53355/cl010106263,https://collections.louvre.fr//media/cache/small/0000000021/0000106263/0000192046_OG.JPG
42,中国凳子花瓶，一对（OA 5482 1）,1864,无,无,中国（亚洲->东亚=远东）,罗浮宫,花瓶、容器；花瓶,直径：35厘米；高度：58厘米,陶瓷、陶瓷、青铜（镀金）,红色背景，丰富的镀金青铜框架，由嵌合体支撑；海绿色大理石圆形脚。路易十六风格。,https://collections.louvre.fr//en/ark:/53355/cl010239331,https://collections.louvre.fr//media/cache/small/0000000021/0000239331/0000576775_OG.JPG
43,带茶托的咖啡杯，12件套茶和咖啡套装（R 1208至1219）中国，永昌，品牌。,永正时期（1723-1735年）（中国->清朝（1644-1911年）），1700-1800年,无,无,中国（亚洲->东亚=远东）,罗浮宫,杯子和茶碟,高度：6.6厘米（杯+碟）；直径：10.9厘米（碟）；高度：6厘米（杯）；长度：7.5厘米（杯）；直径：5.4厘米（杯）；高度：1.6厘米（碟）,陶瓷、瓷器,白色背景上的多色装饰，带帆船的海景。金色背景上的红色哑光边框，第二个带小花的绿松石蓝色边框上有突出的花朵。,https://collections.louvre.fr//en/ark:/53355/cl010106352,https://collections.louvre.fr//media/cache/small/0000000021/0000106352/0001221294_OG.JPG
44,白色陶器杯，内部装饰有两个雕刻花篮？,无,无,无,中国（亚洲->东亚=远东）（？）,罗浮宫,切割,高度：6.4厘米；直径：17.7厘米,陶器（白色）,无,https://collections.louvre.fr//en/ark:/53355/cl010117298,https://collections.louvre.fr//media/cache/small/0000000021/0000117298/0001241629_OG.JPG
45,一对盘子（TH 537）,中国；清朝（1644-1911）（中国）乾隆时期（1736-1795年）（中国->清朝（1644-1911年））；古代，约1730-1740年,中国-广州工作室？,无,中国（亚洲->东亚=远东）,罗浮宫,餐桌艺术；盘子,高度：3厘米；直径：22厘米,瓷器,中国瓷盘，金色红色背景，两朵菊花和双储备模拟重叠的卷轴，装饰有多色花朵和公鸡。,https://collections.louvre.fr//en/ark:/53355/cl010109643,https://collections.louvre.fr//media/cache/small/0000000021/0000109643/0001223826_OG.JPG
46,一对盘子（TH 538）,中国；清朝（1644-1911）（中国）乾隆时期（1736-1795年）（中国->清朝（1644-1911年）），约1730-1740年,中国-广州工作室？,无,中国（亚洲->东亚=远东）,罗浮宫,餐桌艺术；盘子,高度：3厘米；直径：22.4厘米,瓷器,中国瓷盘，金色红色背景，两朵白色菊花，双储备模拟重叠的卷轴，装饰有鲜花和公鸡。,https://collections.louvre.fr//en/ark:/53355/cl010102546,https://collections.louvre.fr//media/cache/small/0000000021/0000102546/0001223791_OG.JPG
47,一系列五个咖啡杯和茶碟；一套18件套的茶和咖啡服务（R 1160至1172）中国，永昌时代,永正时期（1723-1735年）（中国->清朝（1644-1911年）），1700-1800年,无,无,中国（亚洲->东亚=远东）,罗浮宫,杯子和茶碟,高度：7厘米（最大）；长度：7.8厘米（杯）；高度：6.4厘米（杯）；高度：1.8厘米（碟）；宽度：5.8厘米（杯）；直径：11.6厘米（碟）,陶瓷、瓷器,白色背景上的多色装饰，描绘了岩石上的公鸡和开花的树枝。蓝羔羊。方格中粉红色小花的边界。白色储备，蓝色边缘，金色龙。,https://collections.louvre.fr//en/ark:/53355/cl010106310,https://collections.louvre.fr//media/cache/small/0000000021/0000106310/0001221268_OG.JPG
48,带陶瓷茶托的茶杯“蛋壳”,中国；清朝（1644-1911）（中国）永正时期（1723-1735年）（中国->清朝（1644-1911年）），约1730-1735年间,中国，景德镇车间？,无,中国（亚洲->东亚=远东）,罗浮宫,杯子和茶碟,高度：3.8厘米（杯）；直径：7.3厘米（杯）；高度：4.6厘米（最大）；高度：2厘米（碟）；直径：11.5厘米（碟）,陶瓷、瓷器,一个低矮的圆形杯子，没有把手，有一个由中国古代瓷器制成的茶托，底部镀金，有花枝，彩色珐琅，镶有绿色和粉红色装饰。边缘用粉红色背景上的线条网格装饰，杯子底部有一个花篮。,https://collections.louvre.fr//en/ark:/53355/cl010109616,https://collections.louvre.fr//media/cache/small/0000000021/0000109616/0001225453_OG.JPG
49,一对盘子（TH 540）,中国；清朝（1644-1911）（中国）乾隆时期（1736-1795年）（中国->清朝（1644-1911年）），约1730-1740年,中国-广州工作室？,无,中国（亚洲->东亚=远东）,罗浮宫,餐桌艺术；盘子,高度：2.8厘米；直径：22.5厘米,瓷器,中国瓷盘，金红色背景。中心的保护区呈六瓣莲花形状，有一只公鸡在被菊花环绕的岩石上，看着一只鸟栖息在牡丹树枝上。其他六个叶形保护区成对运作，装饰有鲜花、鸟类和昆虫。,https://collections.louvre.fr//en/ark:/53355/cl010102547,https://collections.louvre.fr//media/cache/small/0000000021/0000102547/0000902941_OG.JPG
50,一对盘子（TH 539）,中国；清朝（1644-1911）（中国）乾隆时期（1736-1795年）（中国->清朝（1644-1911年）），约1730-1740年,中国-广州工作室？,无,中国（亚洲->东亚=远东）,罗浮宫,餐桌艺术；盘子,高度：3.2厘米；直径：22.8厘米,瓷器,中国瓷盘，金红色背景。中心的保护区呈六瓣莲花形状，有一只公鸡在被菊花环绕的岩石上，看着一只鸟栖息在牡丹树枝上。其他六个叶形保护区成对运作，装饰有鲜花、鸟类和昆虫。,https://collections.louvre.fr//en/ark:/53355/cl010109644,https://collections.louvre.fr//media/cache/small/0000000021/0000109644/0001223827_OG.JPG
51,带陶瓷茶托的茶杯“蛋壳”,中国；清朝（1644-1911）（中国）永正时期（1723-1735年）（中国->清朝（1644-1911年）），1730-1735,中国-广州工作室？,无,中国（亚洲->东亚=远东）,罗浮宫,餐桌艺术；杯子和茶碟,高度：4.2厘米（最大）；直径：11.5厘米（最大）；高度：3.6厘米（杯）；直径：7.1厘米（杯）；高度：1.9厘米（碟）,瓷器,圆形杯子，带茶碟，由中国古代瓷器制成，装饰有玫瑰家族的珐琅。装饰以崎岖的景观为特色，有房屋、岩石和鲜花。茶碟的内边缘由一条粉红色条纹和线条绘制的玫瑰花饰突出显示，四个保留区包含一朵花和叶子。杯子底部有一朵小花。,https://collections.louvre.fr//en/ark:/53355/cl010109628,https://collections.louvre.fr//media/cache/small/0000000021/0000109628/0001225467_OG.JPG
52,陶瓷样品盘“蛋壳”,中国；清朝（1644-1911）（中国）永正时期（1723-1735年）（中国->清朝（1644-1911年）），约1730-1735年间,中国-广州工作室？,无,中国（亚洲->东亚=远东）,罗浮宫,盘子,高度：3.5厘米；直径：20.8厘米,瓷器,一个由中国古代瓷器制成的样品盘，所谓的艺术装饰。在洞里，两只公鸡，岩石和鲜花。在边缘，一条蓝色和黑色的lambrequin从黄色背景的边框上脱颖而出，边框上有网格。Marli以粉红色背景上的线条绘制的玫瑰花饰为特色，展示了三个装饰有水果和鲜花的储藏室，以及三条黑色珐琅和金色的龙，形成玫瑰花饰。,https://collections.louvre.fr//en/ark:/53355/cl010114684,https://collections.louvre.fr//media/cache/small/0000000021/0000114684/0001225128_OG.JPG
53,盘子，一对（R 1025和1026）旧标题,中国；清朝（1644-1911）（中国）乾隆时代（1736-1795）（中国->清朝（1644-1911）），1740-1750年,中国-广州工作室？,无,中国（亚洲->东亚=远东）,罗浮宫,盘子,高度：3.2厘米；直径：22.8厘米,瓷器,在Marli上，Bianco Sopra Bianco装饰有两个历史保留区和一个带有CFB花押字的保留区。在中心，两只鸟在牡丹开花的树枝上。一个古老的褪色金色装饰的存在，在白天可以看到卷曲，代表竹子。在制作房间和铺设搪瓷装饰时铺设的装饰，有意移除。在萨洛蒙·德·罗斯柴尔德男爵夫人的库存中，CFB花押字被确定为杜巴里伯爵夫人的花押字。然而，根据风格标准，盘子的年代可以追溯到1740年代初，而杜巴里伯爵夫人在1743年出生时没有头衔，也没有财富。同样的盘子保存在巴黎的国家亚洲艺术博物馆-吉米特（inv.G4261）。,https://collections.louvre.fr//en/ark:/53355/cl010102118,https://collections.louvre.fr//media/cache/small/0000000021/0000102118/0001240891_OG.JPG
54,花瓶，一对（带OA 10556 2）,康熙时期（1662-1722年）（中国->清朝（1644-1911年）），约1770年（坐骑）和1700年（瓷器）,匿名,无,中国（亚洲->东亚=远东）；法国（欧洲）,罗浮宫,花瓶、容器,高度：45厘米；宽度：15厘米,青铜（镀金）、瓷器,中国瓷器和镀金青铜,https://collections.louvre.fr//en/ark:/53355/cl010114461,https://collections.louvre.fr//media/cache/small/0000000021/0000114461/0000187071_OG.JPG
55,花瓶,清朝（1644-1911）（中国），1860年之前,中国,无,中国（亚洲->东亚=远东）,罗浮宫,花瓶、容器,高度：44.5厘米（最大）；直径：19.5厘米（最大）,陶瓷、瓷器,卵形花瓶，喇叭领，战斗场景装饰；十三个珐琅人物，其中九个骑马；花瓶的底部也装饰着一条龙。,https://collections.louvre.fr//en/ark:/53355/cl010102530,https://collections.louvre.fr//media/cache/small/0000000021/0000102530/0001131853_OG.JPG
